-1, 0.0384615
-0.984375, -0.38391
-0.96875, -0.677483
-0.953125, -0.865061
-0.9375, -0.966695
-0.921875, -0.999913
-0.90625, -0.97994
-0.890625, -0.9199
-0.875, -0.831017
-0.859375, -0.722789
-0.84375, -0.603165
-0.828125, -0.478698
-0.8125, -0.354701
-0.796875, -0.235381
-0.78125, -0.123967
-0.765625, -0.0228334
-0.75, 0.06639
-0.734375, 0.142718
-0.71875, 0.205715
-0.703125, 0.255406
-0.6875, 0.292202
-0.671875, 0.316826
-0.65625, 0.330249
-0.640625, 0.333627
-0.625, 0.328256
-0.609375, 0.315519
-0.59375, 0.296845
-0.578125, 0.273675
-0.5625, 0.247429
-0.546875, 0.219478
-0.53125, 0.191123
-0.515625, 0.163573
-0.5, 0.137931
-0.484375, 0.115183
-0.46875, 0.0961858
-0.453125, 0.0816649
-0.4375, 0.0722075
-0.421875, 0.0682629
-0.40625, 0.0701432
-0.390625, 0.0780262
-0.375, 0.0919601
-0.359375, 0.11187
-0.34375, 0.137564
-0.328125, 0.168744
-0.3125, 0.205014
-0.296875, 0.24589
-0.28125, 0.290812
-0.265625, 0.339156
-0.25, 0.390244
-0.234375, 0.443357
-0.21875, 0.497747
-0.203125, 0.552649
-0.1875, 0.607293
-0.171875, 0.660913
-0.15625, 0.712761
-0.140625, 0.762117
-0.125, 0.808296
-0.109375, 0.850661
-0.09375, 0.888629
-0.078125, 0.921678
-0.0625, 0.949356
-0.046875, 0.971285
-0.03125, 0.987165
-0.015625, 0.99678
0, 1
0.015625, 0.99678
0.03125, 0.987165
0.046875, 0.971285
0.0625, 0.949356
0.078125, 0.921678
0.09375, 0.888629
0.109375, 0.850661
0.125, 0.808296
0.140625, 0.762117
0.15625, 0.712761
0.171875, 0.660913
0.1875, 0.607293
0.203125, 0.552649
0.21875, 0.497747
0.234375, 0.443357
0.25, 0.390244
0.265625, 0.339156
0.28125, 0.290812
0.296875, 0.24589
0.3125, 0.205014
0.328125, 0.168744
0.34375, 0.137564
0.359375, 0.11187
0.375, 0.0919601
0.390625, 0.0780262
0.40625, 0.0701432
0.421875, 0.0682629
0.4375, 0.0722075
0.453125, 0.0816649
0.46875, 0.0961858
0.484375, 0.115183
0.5, 0.137931
0.515625, 0.163573
0.53125, 0.191123
0.546875, 0.219478
0.5625, 0.247429
0.578125, 0.273675
0.59375, 0.296845
0.609375, 0.315519
0.625, 0.328256
0.640625, 0.333627
0.65625, 0.330249
0.671875, 0.316826
0.6875, 0.292202
0.703125, 0.255406
0.71875, 0.205715
0.734375, 0.142718
0.75, 0.06639
0.765625, -0.0228334
0.78125, -0.123967
0.796875, -0.235381
0.8125, -0.354701
0.828125, -0.478698
0.84375, -0.603165
0.859375, -0.722789
0.875, -0.831017
0.890625, -0.9199
0.90625, -0.97994
0.921875, -0.999913
0.9375, -0.966695
0.953125, -0.865061
0.96875, -0.677483
0.984375, -0.38391
1, 0.0384615
