#1d,0.0,1.0
0,0,0,0.02,1,0.04,1,0.06,1,0.08,1,0.1,1,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,1,0.92,1,0.94,1,0.96,1,0.98,1,1,0
0.011,0,0,0.02,0.45,0.04,1,0.06,1,0.08,1,0.1,1,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,1,0.92,1,0.94,1,0.96,1,0.98,0.45,1,0
0.022,0,0,0.02,0.505,0.04,0.6975,0.06,1,0.08,1,0.1,1,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,1,0.92,1,0.94,1,0.96,0.6975,0.98,0.505,1,0
0.033,0,0,0.02,0.333125,0.04,0.758,0.06,0.833625,0.08,1,0.1,1,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,1,0.92,1,0.94,0.833625,0.96,0.758,0.98,0.333125,1,0
0.044,0,0,0.02,0.383587,0.04,0.565913,0.06,0.883537,0.08,0.908494,0.1,1,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,1,0.92,0.908494,0.94,0.883537,0.96,0.565913,0.98,0.383587,1,0
0.055,0,0,0.02,0.272893,0.04,0.640327,0.06,0.72257,0.08,0.945096,0.1,0.949672,0.12,1,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,1,0.9,0.949672,0.92,0.945096,0.94,0.72257,0.96,0.640327,0.98,0.272893,1,0
0.066,0,0,0.02,0.324891,0.04,0.483472,0.06,0.799726,0.08,0.825223,0.1,0.974836,0.12,0.972319,0.14,1,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,1,0.88,0.972319,0.9,0.974836,0.92,0.825223,0.94,0.799726,0.96,0.483472,0.98,0.324891,1,0
0.077,0,0,0.02,0.23342,0.04,0.570192,0.06,0.63981,0.08,0.893487,0.1,0.891165,0.12,0.988928,0.14,0.984776,0.16,1,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,1,0.86,0.984776,0.88,0.988928,0.9,0.891165,0.92,0.893487,0.94,0.63981,0.96,0.570192,0.98,0.23342,1,0
0.088,0,0,0.02,0.290264,0.04,0.423257,0.06,0.741042,0.08,0.752687,0.1,0.946211,0.12,0.932874,0.14,0.995433,0.16,0.991627,0.18,1,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,1,0.84,0.991627,0.86,0.995433,0.88,0.932874,0.9,0.946211,0.92,0.752687,0.94,0.741042,0.96,0.423257,0.98,0.290264,1,0
0.099,0,0,0.02,0.203765,0.04,0.524893,0.06,0.572665,0.08,0.852721,0.1,0.832438,0.12,0.974617,0.14,0.958932,0.16,0.998325,0.18,0.995395,0.2,1,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,1,0.82,0.995395,0.84,0.998325,0.86,0.958932,0.88,0.974617,0.9,0.832438,0.92,0.852721,0.94,0.572665,0.96,0.524893,0.98,0.203765,1,0
0.11,0,0,0.02,0.268314,0.04,0.374547,0.06,0.700421,0.08,0.687535,0.1,0.921792,0.12,0.887792,0.14,0.989225,0.16,0.975047,0.18,0.999539,0.2,0.997467,0.22,1,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,1,0.8,0.997467,0.82,0.999539,0.84,0.975047,0.86,0.989225,0.88,0.887792,0.9,0.921792,0.92,0.687535,0.94,0.700421,0.96,0.374547,0.98,0.268314,1,0
0.121,0,0,0.02,0.17917,0.04,0.49535,0.06,0.514103,0.08,0.823464,0.1,0.77425,0.12,0.96228,0.14,0.925639,0.16,0.996316,0.18,0.984929,0.2,1,0.22,0.998607,0.24,1,0.26,1,0.28,1,0.3,1,0.32,1,0.34,1,0.36,1,0.38,1,0.4,1,0.42,1,0.44,1,0.46,1,0.48,1,0.5,1,0.52,1,0.54,1,0.56,1,0.58,1,0.6,1,0.62,1,0.64,1,0.66,1,0.68,1,0.7,1,0.72,1,0.74,1,0.76,1,0.78,0.998607,0.8,1,0.82,0.984929,0.84,0.996316,0.86,0.925639,0.88,0.96228,0.9,0.77425,0.92,0.823464,0.94,0.514103,0.96,0.49535,0.98,0.17917,1,0
